OrderID,OrderDate,Region,Category,CustomerSegment,ShipMode,Quantity,UnitPrice,Discount,ShippingCost,Sales,Profit,Month,Year,Quarter
ORD-00436,2022-03-17,North,Food & Beverages,Corporate,Same Day,6,12.79,0.1,44.42,69.07,-38.32,March,2022,Q1
ORD-00437,2022-11-09,South,Clothing,Consumer,Standard Class,5,13.55,0.2,23.81,54.2,-5.35,November,2022,Q4
ORD-00438,2022-02-04,South,Furniture,Consumer,Same Day,6,478.19,0.0,7.22,2869.14,912.92,February,2022,Q1
ORD-00439,2023-09-13,North,Clothing,Consumer,Second Class,13,341.24,0.0,48.34,4436.12,478.96,September,2023,Q3
ORD-00440,2023-09-22,North,Electronics,Consumer,Standard Class,18,97.68,0.1,11.17,1582.42,257.42,September,2023,Q3
ORD-00441,2022-11-15,West,Clothing,Corporate,Standard Class,8,51.52,0.2,26.63,329.73,63.04,November,2022,Q4
ORD-00442,2023-12-29,South,Food & Beverages,Home Office,Second Class,4,67.19,0.2,19.3,215.01,28.1,December,2023,Q4
ORD-00443,2023-08-09,South,Electronics,Corporate,Standard Class,5,180.42,0.0,30.61,902.1,138.52,August,2023,Q3
ORD-00444,2022-08-29,South,Sports,Consumer,First Class,14,468.01,0.0,42.03,6552.14,1498.05,August,2022,Q3
ORD-00445,2022-03-01,South,Food & Beverages,Consumer,Second Class,1,383.61,0.3,29.71,268.53,28.26,March,2022,Q1
ORD-00446,2023-09-13,South,Electronics,Consumer,Second Class,4,59.26,0.0,21.64,237.04,23.48,September,2023,Q3
ORD-00447,2022-01-06,South,Sports,Corporate,Same Day,2,186.42,0.0,14.74,372.84,4.2,January,2022,Q1
ORD-00448,2023-12-26,North,Furniture,Corporate,Standard Class,15,221.64,0.4,8.62,1994.76,405.19,December,2023,Q4
ORD-00449,2022-08-17,East,Clothing,Consumer,Second Class,8,400.31,0.0,37.86,3202.48,535.18,August,2022,Q3
ORD-00450,2023-03-06,North,Electronics,Corporate,Second Class,5,323.49,0.0,32.11,1617.45,355.41,March,2023,Q1
ORD-00451,2022-05-29,North,Furniture,Consumer,First Class,10,167.45,0.2,22.36,1339.6,212.89,May,2022,Q2
ORD-00452,2022-09-19,North,Clothing,Home Office,Standard Class,13,388.05,0.0,7.03,5044.65,414.8,September,2022,Q3
ORD-00453,2022-02-13,West,Electronics,Corporate,Second Class,3,309.59,0.0,14.92,928.77,207.69,February,2022,Q1
ORD-00454,2023-08-31,East,Electronics,Home Office,First Class,11,52.61,0.1,37.01,520.84,112.31,August,2023,Q3
ORD-00455,2022-09-10,North,Sports,Corporate,Standard Class,7,474.45,0.0,41.67,3321.15,1047.02,September,2022,Q3
ORD-00456,2023-09-01,South,Food & Beverages,Corporate,Standard Class,6,52.26,0.2,16.91,250.85,39.59,September,2023,Q3
ORD-00457,2022-07-25,North,Clothing,Consumer,Standard Class,3,343.69,0.0,4.09,1031.07,269.64,July,2022,Q3
ORD-00458,2022-02-05,East,Clothing,Consumer,First Class,9,270.62,0.1,13.34,2192.02,473.39,February,2022,Q1
ORD-00459,2023-03-03,South,Furniture,Home Office,Standard Class,13,72.61,0.0,42.12,943.93,101.69,March,2023,Q1
ORD-00460,2023-02-03,North,Sports,Consumer,Standard Class,5,23.69,0.3,7.74,82.92,8.6,February,2023,Q1
ORD-00461,2023-04-17,East,Clothing,Consumer,Second Class,18,252.26,0.1,31.18,4086.61,1203.46,April,2023,Q2
ORD-00462,2023-12-30,South,Electronics,Consumer,Standard Class,1,79.87,0.1,29.43,71.88,-13.27,December,2023,Q4
ORD-00463,2023-03-16,North,Sports,Consumer,Second Class,16,170.53,0.2,15.83,2182.78,476.13,March,2023,Q1
ORD-00464,2022-10-10,South,Furniture,Consumer,Standard Class,14,256.91,0.2,34.68,2877.39,366.32,October,2022,Q4
ORD-00465,2023-05-27,East,Electronics,Corporate,First Class,7,384.61,0.1,36.44,2423.04,108.05,May,2023,Q2
ORD-00466,2022-03-15,West,Electronics,Consumer,Second Class,3,334.32,0.3,7.14,702.07,184.74,March,2022,Q1
ORD-00467,2022-04-15,West,Clothing,Home Office,First Class,11,214.86,0.1,17.62,2127.11,309.82,April,2022,Q2
ORD-00468,2022-09-07,North,Clothing,Consumer,First Class,14,469.11,0.1,47.96,5910.79,575.54,September,2022,Q3
ORD-00469,2023-10-26,South,Food & Beverages,Home Office,Standard Class,15,386.4,0.1,42.62,5216.4,250.44,October,2023,Q4
ORD-00470,2022-02-25,West,Electronics,Home Office,Standard Class,2,304.62,0.2,43.93,487.39,24.83,February,2022,Q1
ORD-00471,2023-01-28,South,Electronics,Home Office,Standard Class,15,488.89,0.1,40.38,6600.02,1734.01,January,2023,Q1
ORD-00472,2023-06-25,South,Furniture,Consumer,Second Class,11,131.69,0.1,22.7,1303.73,256.95,June,2023,Q2
ORD-00473,2023-07-11,North,Clothing,Home Office,Standard Class,8,360.86,0.1,6.43,2598.19,311.2,July,2023,Q3
ORD-00474,2022-06-28,East,Electronics,Corporate,Second Class,12,395.56,0.0,31.82,4746.72,803.17,June,2022,Q2
ORD-00475,2022-07-10,East,Electronics,Corporate,Standard Class,7,423.54,0.0,12.32,2964.78,853.88,July,2022,Q3
ORD-00476,2023-12-19,South,Electronics,Home Office,Standard Class,7,132.61,0.3,36.44,649.79,135.24,December,2023,Q4
ORD-00477,2023-04-16,East,Electronics,Corporate,First Class,11,189.23,0.2,4.45,1665.22,348.59,April,2023,Q2
ORD-00478,2022-12-12,North,Electronics,Consumer,First Class,3,278.86,0.2,21.9,669.26,144.27,December,2022,Q4
ORD-00479,2022-03-29,West,Food & Beverages,Home Office,Standard Class,17,165.12,0.2,3.5,2245.63,165.98,March,2022,Q1
ORD-00480,2023-05-26,East,Electronics,Corporate,Standard Class,13,451.29,0.1,39.79,5280.09,324.64,May,2023,Q2
ORD-00481,2022-04-08,South,Furniture,Consumer,Standard Class,5,75.84,0.1,3.51,341.28,23.62,April,2022,Q2
ORD-00482,2023-09-28,East,Clothing,Consumer,First Class,5,90.75,0.1,45.67,408.38,93.08,September,2023,Q3
ORD-00483,2022-06-12,East,Electronics,Home Office,Standard Class,18,61.95,0.2,30.84,892.08,249.98,June,2022,Q2
ORD-00484,2022-07-29,East,Sports,Consumer,Standard Class,6,476.37,0.0,40.93,2858.22,608.33,July,2022,Q3
ORD-00485,2023-05-26,South,Food & Beverages,Home Office,First Class,11,15.16,0.0,49.12,166.76,-7.75,May,2023,Q2
ORD-00486,2023-11-06,West,Furniture,Home Office,Standard Class,10,292.15,0.3,29.03,2045.05,470.64,November,2023,Q4
ORD-00487,2023-03-08,East,Food & Beverages,Consumer,Standard Class,3,48.41,0.2,47.49,116.18,-13.09,March,2023,Q1
ORD-00488,2023-09-07,North,Food & Beverages,Home Office,Standard Class,3,479.39,0.1,31.73,1294.35,362.59,September,2023,Q3
ORD-00489,2023-05-29,South,Sports,Home Office,Standard Class,4,420.62,0.0,27.73,1682.48,175.0,May,2023,Q2
ORD-00490,2022-07-14,South,Clothing,Consumer,Standard Class,13,310.22,0.0,12.29,4032.86,1335.93,July,2022,Q3
ORD-00491,2023-09-25,North,Furniture,Consumer,Standard Class,13,359.94,0.0,12.18,4679.22,1060.17,September,2023,Q3
ORD-00492,2023-01-24,South,Electronics,Home Office,Standard Class,5,308.28,0.1,18.74,1387.26,333.45,January,2023,Q1
ORD-00493,2022-10-01,East,Clothing,Corporate,Standard Class,18,170.72,0.0,7.76,3072.96,597.24,October,2022,Q4
ORD-00494,2023-11-15,East,Sports,Corporate,Standard Class,1,101.82,0.0,26.67,101.82,5.08,November,2023,Q4
ORD-00495,2023-06-08,East,Food & Beverages,Home Office,Second Class,16,323.25,0.2,24.09,4137.6,1169.69,June,2023,Q2
ORD-00496,2022-08-26,South,Sports,Consumer,Standard Class,11,491.78,0.1,25.84,4868.62,754.33,August,2022,Q3
ORD-00497,2022-10-07,South,Furniture,Home Office,Standard Class,2,17.4,0.0,12.53,34.8,-7.82,October,2022,Q4
ORD-00498,2022-06-07,North,Food & Beverages,Home Office,Second Class,9,344.1,0.2,25.39,2477.52,696.09,June,2022,Q2
ORD-00499,2023-01-07,North,Electronics,Consumer,First Class,2,472.82,0.3,30.8,661.95,24.73,January,2023,Q1
ORD-00500,2022-07-10,South,Furniture,Home Office,Standard Class,7,220.05,0.0,10.44,1540.35,267.08,July,2022,Q3
ORD-00501,2023-07-18,North,Furniture,Corporate,Second Class,2,165.29,0.1,33.78,297.52,30.3,July,2023,Q3
ORD-00502,2022-12-25,West,Clothing,Home Office,Standard Class,14,405.71,0.0,42.44,5679.94,1660.8,December,2022,Q4
ORD-00503,2022-06-09,East,Clothing,Consumer,First Class,7,81.24,0.4,36.46,341.21,15.45,June,2022,Q2
ORD-00504,2022-07-22,North,Food & Beverages,Consumer,Standard Class,18,153.32,0.1,35.94,2483.78,258.98,July,2022,Q3
ORD-00505,2022-10-09,East,Food & Beverages,Corporate,Standard Class,5,23.56,0.1,43.92,106.02,-27.85,October,2022,Q4
ORD-00506,2022-02-14,South,Clothing,Corporate,Second Class,8,72.1,0.0,49.57,576.8,121.53,February,2022,Q1
ORD-00507,2022-01-05,South,Furniture,Home Office,Standard Class,11,126.22,0.2,33.95,1110.74,232.38,January,2022,Q1
ORD-00508,2022-12-29,South,Food & Beverages,Home Office,Second Class,11,209.73,0.1,32.37,2076.33,77.36,December,2022,Q4
ORD-00509,2023-05-30,East,Electronics,Home Office,Standard Class,5,202.84,0.3,15.42,709.94,169.91,May,2023,Q2
ORD-00510,2022-05-23,South,Electronics,Home Office,First Class,3,236.35,0.1,44.93,638.14,63.62,May,2022,Q2
ORD-00511,2023-07-22,South,Electronics,Home Office,Standard Class,3,260.44,0.1,27.71,703.19,44.89,July,2023,Q3
ORD-00512,2022-07-30,North,Food & Beverages,Consumer,Standard Class,13,48.69,0.2,19.98,506.38,53.59,July,2022,Q3
ORD-00513,2022-12-13,East,Sports,Consumer,Standard Class,17,409.9,0.0,27.84,6968.3,1090.84,December,2022,Q4
ORD-00514,2023-10-23,South,Clothing,Home Office,Standard Class,8,425.66,0.2,49.24,2724.22,251.85,October,2023,Q4
ORD-00515,2022-11-24,West,Clothing,Corporate,Standard Class,1,351.75,0.0,30.64,351.75,27.89,November,2022,Q4
ORD-00516,2022-11-21,South,Electronics,Consumer,Standard Class,16,111.31,0.1,19.36,1602.86,185.23,November,2022,Q4
ORD-00517,2022-05-22,North,Clothing,Corporate,Standard Class,11,392.49,0.0,43.97,4317.39,186.61,May,2022,Q2
ORD-00518,2022-11-13,North,Furniture,Home Office,Second Class,15,201.41,0.1,3.14,2719.04,543.11,November,2022,Q4
ORD-00519,2023-05-13,South,Furniture,Consumer,Standard Class,2,178.78,0.0,43.03,357.56,-3.37,May,2023,Q2
ORD-00520,2022-06-15,South,Clothing,Consumer,Standard Class,19,315.56,0.0,36.63,5995.64,658.27,June,2022,Q2
ORD-00521,2023-11-26,South,Electronics,Consumer,Standard Class,8,269.06,0.0,3.64,2152.48,512.14,November,2023,Q4
ORD-00522,2022-06-30,North,Electronics,Consumer,Second Class,2,232.85,0.0,31.26,465.7,56.21,June,2022,Q2
ORD-00523,2023-10-28,East,Sports,Consumer,Standard Class,10,348.12,0.1,7.37,3133.08,492.41,October,2023,Q4
ORD-00524,2022-07-14,South,Electronics,Consumer,First Class,5,57.74,0.1,39.36,259.83,-19.64,July,2022,Q3
ORD-00525,2022-11-06,North,Sports,Corporate,Second Class,2,132.96,0.0,12.79,265.92,2.91,November,2022,Q4
ORD-00526,2022-04-14,West,Sports,Consumer,Standard Class,18,29.76,0.0,15.24,535.68,37.54,April,2022,Q2
ORD-00527,2022-07-26,East,Electronics,Home Office,Standard Class,13,156.51,0.0,8.87,2034.63,301.18,July,2022,Q3
ORD-00528,2022-03-25,West,Clothing,Home Office,Second Class,9,82.5,0.0,33.9,742.5,114.88,March,2022,Q1
ORD-00529,2022-03-27,East,Food & Beverages,Corporate,Same Day,16,329.38,0.2,6.28,4216.06,1086.69,March,2022,Q1
ORD-00530,2022-01-13,West,Furniture,Consumer,First Class,9,42.24,0.0,43.08,380.16,7.98,January,2022,Q1
ORD-00531,2022-11-25,West,Furniture,Consumer,Standard Class,9,179.71,0.3,3.38,1132.17,273.21,November,2022,Q4
ORD-00532,2022-06-15,East,Electronics,Corporate,First Class,10,381.7,0.2,29.84,3053.6,474.74,June,2022,Q2
ORD-00533,2023-11-09,North,Electronics,Home Office,Second Class,14,104.95,0.2,42.85,1175.44,85.05,November,2023,Q4
ORD-00534,2023-02-14,North,Electronics,Corporate,Second Class,4,306.7,0.0,44.72,1226.8,328.79,February,2023,Q1
ORD-00535,2022-08-10,South,Furniture,Corporate,Standard Class,11,135.89,0.0,16.47,1494.79,132.7,August,2022,Q3
ORD-00536,2023-01-18,West,Clothing,Consumer,Standard Class,17,82.56,0.2,17.6,1122.82,60.04,January,2023,Q1
ORD-00537,2023-01-29,East,Sports,Consumer,First Class,14,130.67,0.1,43.71,1646.44,358.73,January,2023,Q1
ORD-00538,2022-05-22,West,Furniture,Home Office,Second Class,11,321.95,0.0,34.1,3541.45,982.11,May,2022,Q2
ORD-00539,2023-05-23,North,Furniture,Consumer,Second Class,11,366.47,0.0,11.85,4031.17,1077.91,May,2023,Q2
ORD-00540,2023-06-13,West,Sports,Corporate,Standard Class,13,10.24,0.0,22.32,133.12,11.8,June,2023,Q2
ORD-00541,2022-11-09,South,Furniture,Consumer,Standard Class,9,215.99,0.1,36.29,1749.52,238.73,November,2022,Q4
ORD-00542,2022-05-18,West,Electronics,Consumer,Standard Class,16,275.83,0.4,37.63,2647.97,806.64,May,2022,Q2
ORD-00543,2022-11-06,North,Clothing,Consumer,Standard Class,6,330.58,0.0,18.29,1983.48,469.68,November,2022,Q4
ORD-00544,2022-03-02,South,Clothing,Home Office,Second Class,19,178.17,0.1,26.25,3046.71,1026.89,March,2022,Q1
ORD-00545,2023-06-25,North,Electronics,Corporate,First Class,3,428.66,0.2,46.45,1028.78,73.49,June,2023,Q2
ORD-00546,2022-12-03,North,Sports,Consumer,Standard Class,19,176.54,0.2,19.99,2683.41,272.67,December,2022,Q4
ORD-00547,2022-07-15,West,Clothing,Corporate,Same Day,4,370.9,0.1,24.33,1335.24,390.49,July,2022,Q3
ORD-00548,2023-02-09,South,Electronics,Consumer,First Class,14,418.59,0.1,7.52,5274.23,1496.9,February,2023,Q1
ORD-00549,2022-08-09,East,Clothing,Corporate,First Class,6,254.47,0.4,37.58,916.09,153.12,August,2022,Q3
ORD-00550,2023-05-14,North,Clothing,Corporate,Standard Class,9,347.32,0.4,14.48,1875.53,358.27,May,2023,Q2
ORD-00551,2023-05-12,West,Clothing,Consumer,Standard Class,8,183.05,0.0,22.15,1464.4,132.5,May,2023,Q2
ORD-00552,2022-08-15,East,Clothing,Home Office,Same Day,4,310.28,0.1,13.94,1117.01,214.56,August,2022,Q3
ORD-00553,2023-06-01,North,Furniture,Consumer,Standard Class,2,455.08,0.0,14.9,910.16,113.13,June,2023,Q2
ORD-00554,2023-08-19,West,Clothing,Home Office,Standard Class,6,359.17,0.2,43.16,1724.02,160.88,August,2023,Q3
ORD-00555,2022-04-22,South,Clothing,Home Office,Standard Class,18,374.78,0.0,8.97,6746.04,747.36,April,2022,Q2
ORD-00556,2022-09-28,North,Clothing,Consumer,Standard Class,16,357.52,0.1,24.28,5148.29,1001.85,September,2022,Q3
ORD-00557,2023-11-24,West,Furniture,Consumer,Standard Class,6,343.41,0.0,13.14,2060.46,695.47,November,2023,Q4
ORD-00558,2023-08-08,North,Electronics,Corporate,Standard Class,4,368.33,0.4,41.68,883.99,190.89,August,2023,Q3
ORD-00559,2023-12-04,East,Food & Beverages,Consumer,Standard Class,13,136.81,0.1,21.6,1600.68,282.3,December,2023,Q4
ORD-00560,2023-11-30,East,Electronics,Consumer,Second Class,7,343.99,0.2,35.15,1926.34,236.6,November,2023,Q4
ORD-00561,2022-08-30,East,Clothing,Corporate,Standard Class,7,390.95,0.2,33.37,2189.32,714.75,August,2022,Q3
ORD-00562,2023-07-28,East,Furniture,Home Office,Standard Class,2,185.86,0.1,34.91,334.55,-3.47,July,2023,Q3
ORD-00563,2022-08-17,North,Furniture,Home Office,Standard Class,2,306.15,0.1,38.29,551.07,96.1,August,2022,Q3
ORD-00564,2022-06-19,West,Clothing,Consumer,Second Class,5,282.32,0.0,47.05,1411.6,99.85,June,2022,Q2
ORD-00565,2023-04-05,South,Electronics,Corporate,Standard Class,17,470.02,0.0,25.71,7990.34,778.37,April,2023,Q2
ORD-00566,2022-07-04,East,Clothing,Corporate,Standard Class,9,481.44,0.4,34.31,2599.78,465.89,July,2022,Q3
ORD-00567,2022-11-18,West,Clothing,Consumer,Standard Class,7,19.52,0.0,48.28,136.64,-32.55,November,2022,Q4
ORD-00568,2023-05-03,South,Electronics,Consumer,Standard Class,7,90.0,0.3,31.57,441.0,48.61,May,2023,Q2
ORD-00569,2022-04-28,West,Clothing,Home Office,Standard Class,12,95.91,0.3,33.48,805.64,100.48,April,2022,Q2
ORD-00570,2022-03-31,East,Sports,Corporate,First Class,5,316.05,0.2,30.42,1264.2,37.75,March,2022,Q1
ORD-00571,2023-04-01,South,Clothing,Consumer,First Class,4,264.01,0.0,34.88,1056.04,123.6,April,2023,Q2
ORD-00572,2022-06-18,East,Electronics,Consumer,First Class,17,291.79,0.1,43.88,4464.39,682.53,June,2022,Q2
ORD-00573,2022-03-13,West,Electronics,Home Office,Second Class,17,468.84,0.0,36.04,7970.28,1253.11,March,2022,Q1
ORD-00574,2023-02-27,East,Furniture,Corporate,First Class,15,151.07,0.2,37.19,1812.84,563.26,February,2023,Q1
ORD-00575,2022-05-30,North,Food & Beverages,Home Office,First Class,17,382.65,0.0,22.32,6505.05,530.78,May,2022,Q2
ORD-00576,2023-05-26,North,Electronics,Home Office,Same Day,2,224.65,0.0,3.34,449.3,147.14,May,2023,Q2
ORD-00577,2022-06-25,North,Food & Beverages,Corporate,Standard Class,11,452.93,0.1,27.66,4484.01,1045.53,June,2022,Q2
ORD-00578,2022-10-30,South,Furniture,Corporate,Standard Class,12,228.33,0.3,11.15,1917.97,140.42,October,2022,Q4
ORD-00579,2022-08-20,North,Furniture,Corporate,Standard Class,11,226.51,0.2,10.29,1993.29,646.69,August,2022,Q3
ORD-00580,2022-09-21,South,Electronics,Home Office,First Class,4,202.13,0.1,31.31,727.67,136.55,September,2022,Q3
ORD-00581,2022-06-13,East,Clothing,Home Office,Standard Class,9,403.32,0.4,10.11,2177.93,295.48,June,2022,Q2
ORD-00582,2023-03-10,North,Food & Beverages,Consumer,Second Class,5,234.56,0.3,34.41,820.96,95.43,March,2023,Q1
ORD-00583,2023-10-24,North,Furniture,Consumer,Standard Class,10,242.57,0.2,21.78,1940.56,347.57,October,2023,Q4
ORD-00584,2023-08-01,North,Electronics,Consumer,Second Class,8,269.64,0.0,9.05,2157.12,412.07,August,2023,Q3
ORD-00585,2023-12-15,South,Clothing,Consumer,Standard Class,2,289.48,0.0,9.75,578.96,68.99,December,2023,Q4
ORD-00586,2023-11-30,West,Sports,Corporate,Standard Class,4,306.97,0.0,42.66,1227.88,262.97,November,2023,Q4
ORD-00587,2023-09-07,South,Electronics,Consumer,Second Class,16,464.53,0.2,6.84,5945.98,399.5,September,2023,Q3
ORD-00588,2022-10-19,South,Electronics,Consumer,Standard Class,12,146.15,0.1,32.27,1578.42,363.61,October,2022,Q4
ORD-00589,2023-09-02,North,Furniture,Home Office,First Class,5,163.03,0.0,41.85,815.15,233.38,September,2023,Q3
ORD-00590,2022-06-09,East,Clothing,Consumer,First Class,10,332.15,0.1,18.86,2989.35,666.54,June,2022,Q2
ORD-00591,2022-04-21,North,Food & Beverages,Consumer,First Class,16,78.6,0.1,31.01,1131.84,296.44,April,2022,Q2
ORD-00592,2022-02-06,North,Electronics,Corporate,Standard Class,10,294.26,0.1,36.12,2648.34,537.35,February,2022,Q1
ORD-00593,2022-11-28,West,Clothing,Consumer,Standard Class,17,304.86,0.0,24.93,5182.62,770.05,November,2022,Q4
ORD-00594,2023-12-02,East,Clothing,Corporate,Standard Class,5,73.91,0.3,10.87,258.68,20.03,December,2023,Q4
ORD-00595,2022-12-02,South,Furniture,Corporate,Standard Class,10,375.04,0.0,12.14,3750.4,734.93,December,2022,Q4
ORD-00596,2022-11-10,North,Clothing,Corporate,Standard Class,17,319.04,0.1,19.39,4881.31,1096.31,November,2022,Q4
ORD-00597,2023-07-04,North,Electronics,Consumer,Standard Class,8,385.1,0.2,46.26,2464.64,800.3,July,2023,Q3
ORD-00598,2023-03-17,East,Furniture,Consumer,Standard Class,6,162.09,0.0,13.94,972.54,239.27,March,2023,Q1
ORD-00599,2023-12-31,East,Electronics,Corporate,Standard Class,4,339.65,0.3,15.02,951.02,82.17,December,2023,Q4
ORD-00600,2022-11-03,North,Electronics,Home Office,Same Day,12,140.63,0.2,38.29,1350.05,70.84,November,2022,Q4
ORD-00601,2023-02-27,South,Clothing,Home Office,Standard Class,2,374.97,0.3,5.51,524.96,141.98,February,2023,Q1
ORD-00602,2022-08-06,East,Furniture,Corporate,Standard Class,15,497.72,0.1,18.11,6719.22,592.25,August,2022,Q3
ORD-00603,2022-07-03,East,Clothing,Corporate,Standard Class,19,198.14,0.0,16.36,3764.66,1146.79,July,2022,Q3
ORD-00604,2022-02-08,West,Electronics,Consumer,Standard Class,8,75.12,0.0,23.08,600.96,44.04,February,2022,Q1
ORD-00605,2023-03-29,North,Electronics,Consumer,First Class,17,296.89,0.2,46.17,4037.7,1300.91,March,2023,Q1
ORD-00606,2023-03-12,West,Electronics,Corporate,Second Class,1,481.63,0.0,35.86,481.63,88.89,March,2023,Q1
ORD-00607,2022-04-22,East,Electronics,Consumer,Standard Class,14,100.71,0.2,49.94,1127.95,246.19,April,2022,Q2
ORD-00608,2022-01-02,South,Furniture,Corporate,Standard Class,17,131.19,0.0,31.45,2230.23,302.2,January,2022,Q1
ORD-00609,2022-11-19,North,Sports,Consumer,Standard Class,14,283.22,0.1,19.04,3568.57,213.03,November,2022,Q4
ORD-00610,2023-02-16,North,Furniture,Corporate,First Class,3,152.21,0.4,27.46,273.98,66.65,February,2023,Q1
ORD-00611,2022-08-27,North,Clothing,Corporate,Second Class,7,387.77,0.0,5.61,2714.39,753.53,August,2022,Q3
ORD-00612,2022-03-13,East,Furniture,Home Office,Standard Class,18,296.38,0.0,13.9,5334.84,1330.72,March,2022,Q1
ORD-00613,2023-08-01,West,Furniture,Corporate,Second Class,1,232.98,0.3,39.1,163.09,10.48,August,2023,Q3
ORD-00614,2022-06-15,East,Furniture,Consumer,Same Day,18,242.0,0.0,17.01,4356.0,328.58,June,2022,Q2
ORD-00615,2023-12-01,South,Furniture,Consumer,First Class,4,411.1,0.0,17.81,1644.4,292.97,December,2023,Q4
ORD-00616,2022-02-15,East,Electronics,Corporate,Standard Class,11,185.73,0.2,18.77,1634.42,337.31,February,2022,Q1
ORD-00617,2022-09-09,North,Furniture,Consumer,Standard Class,8,121.43,0.2,27.51,777.15,164.82,September,2022,Q3
ORD-00618,2023-04-17,East,Furniture,Home Office,Standard Class,10,438.86,0.0,11.99,4388.6,800.5,April,2023,Q2
ORD-00619,2022-01-01,North,Food & Beverages,Home Office,Standard Class,11,304.47,0.0,36.87,3349.17,895.96,January,2022,Q1
ORD-00620,2022-05-14,East,Electronics,Corporate,Second Class,4,182.98,0.1,3.14,658.73,95.15,May,2022,Q2
ORD-00621,2023-11-30,West,Electronics,Consumer,First Class,16,364.96,0.1,22.38,5255.42,1298.04,November,2023,Q4
ORD-00622,2023-04-07,South,Clothing,Corporate,Standard Class,5,467.13,0.1,49.84,2102.08,216.67,April,2023,Q2
ORD-00623,2022-05-11,North,Sports,Home Office,Standard Class,17,114.05,0.1,18.34,1744.96,396.34,May,2022,Q2
ORD-00624,2023-05-02,East,Clothing,Consumer,Standard Class,11,311.49,0.1,23.21,3083.75,959.96,May,2023,Q2
ORD-00625,2023-02-28,East,Electronics,Consumer,Standard Class,12,135.66,0.1,3.15,1465.13,450.26,February,2023,Q1
ORD-00626,2022-03-01,East,Furniture,Consumer,Second Class,6,434.28,0.0,32.28,2605.68,206.22,March,2022,Q1
ORD-00627,2022-04-23,North,Food & Beverages,Corporate,Same Day,1,419.94,0.0,11.06,419.94,22.59,April,2022,Q2
ORD-00628,2022-06-01,South,Clothing,Corporate,Second Class,15,88.08,0.0,24.12,1321.2,406.77,June,2022,Q2
ORD-00629,2022-07-14,South,Food & Beverages,Consumer,Standard Class,6,483.29,0.0,22.53,2899.74,268.59,July,2022,Q3
ORD-00630,2023-10-19,East,Sports,Consumer,Second Class,10,241.63,0.0,35.74,2416.3,492.03,October,2023,Q4
ORD-00631,2022-05-02,South,Clothing,Home Office,Second Class,7,453.47,0.1,34.83,2856.86,837.25,May,2022,Q2
ORD-00632,2023-07-22,West,Electronics,Consumer,Standard Class,5,73.14,0.0,15.26,365.7,53.16,July,2023,Q3
ORD-00633,2022-10-26,East,Furniture,Corporate,Standard Class,16,255.35,0.3,5.41,2859.92,696.48,October,2022,Q4
ORD-00634,2022-03-31,East,Electronics,Corporate,First Class,13,12.28,0.2,17.06,127.71,25.01,March,2022,Q1
ORD-00635,2023-07-16,East,Electronics,Consumer,Second Class,15,108.41,0.0,4.94,1626.15,546.64,July,2023,Q3
ORD-00636,2023-03-04,East,Electronics,Corporate,First Class,2,277.48,0.1,21.31,499.46,6.68,March,2023,Q1
ORD-00637,2023-12-30,South,Food & Beverages,Consumer,Standard Class,13,446.89,0.1,48.37,5228.61,264.53,December,2023,Q4
ORD-00638,2022-10-17,South,Furniture,Consumer,Standard Class,14,32.34,0.2,13.89,362.21,69.69,October,2022,Q4
ORD-00639,2023-07-10,South,Clothing,Consumer,Second Class,10,216.57,0.1,31.82,1949.13,469.21,July,2023,Q3
ORD-00640,2022-07-29,North,Furniture,Home Office,Standard Class,13,128.48,0.4,14.81,1002.14,254.51,July,2022,Q3
ORD-00641,2023-09-23,West,Clothing,Consumer,Same Day,18,283.04,0.4,40.9,3056.83,804.62,September,2023,Q3
ORD-00642,2023-12-23,North,Furniture,Consumer,Standard Class,14,480.53,0.1,4.93,6054.68,1093.56,December,2023,Q4
ORD-00643,2022-10-08,North,Electronics,Corporate,Second Class,4,351.98,0.4,5.66,844.75,247.52,October,2022,Q4
ORD-00644,2023-08-15,West,Food & Beverages,Consumer,Standard Class,7,75.3,0.1,40.13,474.39,80.31,August,2023,Q3
ORD-00645,2022-01-11,East,Furniture,Consumer,Standard Class,15,165.98,0.1,14.79,2240.73,343.87,January,2022,Q1
ORD-00646,2022-01-10,South,Food & Beverages,Consumer,Second Class,9,191.29,0.0,6.07,1721.61,247.46,January,2022,Q1
ORD-00647,2023-08-23,West,Clothing,Home Office,Second Class,10,368.34,0.0,8.83,3683.4,971.78,August,2023,Q3
ORD-00648,2022-09-26,East,Clothing,Home Office,Standard Class,13,174.65,0.1,6.7,2043.41,570.49,September,2022,Q3
ORD-00649,2022-07-06,North,Food & Beverages,Consumer,Standard Class,19,51.34,0.0,26.21,975.46,250.48,July,2022,Q3
ORD-00650,2022-12-21,North,Food & Beverages,Consumer,Standard Class,1,228.16,0.2,36.49,182.53,-15.48,December,2022,Q4
ORD-00651,2023-08-29,East,Furniture,Consumer,Standard Class,1,203.11,0.0,11.42,203.11,50.07,August,2023,Q3
ORD-00652,2023-12-11,North,Clothing,Corporate,Standard Class,11,104.33,0.3,28.84,803.34,217.82,December,2023,Q4
ORD-00653,2023-06-30,South,Furniture,Home Office,Standard Class,3,153.58,0.1,12.65,414.67,62.87,June,2023,Q2
ORD-00654,2022-07-24,West,Clothing,Consumer,Standard Class,11,155.17,0.0,8.83,1706.87,545.52,July,2022,Q3
